,age,log10_income,log10_net_worth,log10_retirement_balance
0,61.12045243414825,6.8787528869039,6.976290530442641,6.663039654548828
1,58.836339936181126,5.358454647431933,6.3141206039999,4.84335686218866
2,54.1639894330297,5.491020032690927,6.86828006888706,6.465119132679287
3,61.33497344889636,6.220789737810808,6.699662248800781,5.8414458108817895
4,65.68368202216537,5.754334600141678,7.843765853364072,6.746176740827525
5,59.15562431496607,5.338599601914602,5.928483070090765,5.267253819198973
6,42.27318688680421,4.9477713067214015,5.26916771695208,5.255337742969661
7,39.26425228778074,7.130700402081992,6.006376838104605,5.937327610308669
8,20.6604915470086,5.149936503805135,4.968740757353372,3.873080138740393
9,53.37622990637914,5.241568364191995,5.75673190290657,5.456057758923901
10,75.71127465567295,5.3798036720460924,7.27451153161824,6.750235739620167
11,79.97285586665976,5.772778212017305,7.747581530918936,6.191943349894132
12,59.244898406003344,5.327590858615747,6.838245556909227,6.477215604997156
13,74.7689693033511,4.792852844152702,6.094984848917482,5.379055021841855
14,36.370352735196526,5.526498980456075,5.504547133673324,5.772714855171085
15,77.06556596813292,5.621756758117504,6.707697334727993,6.116001786040367
16,36.58621591980525,4.663799031613734,4.206047477604584,4.04675943185049
17,78.89336193539943,5.514967173229676,7.120318605014983,6.56645688485225
18,64.35764198070892,6.169243189777816,6.079742148524033,6.8061433109341305
19,55.35872010370508,4.640432681928847,5.027101926306741,5.403520054733578
20,56.02379574009213,5.850090333773448,6.293642687854438,5.705481455219961
21,78.54892752182552,5.846796055058266,6.914794155253783,5.002017829280243
22,36.573694394882494,5.951741896212071,6.318575736499189,5.686604325789426
23,54.712969504155694,4.632634708651149,5.16028783528002,4.188999601158708
24,68.98284098204498,6.184560346273869,6.378516824627897,5.739200611131793
25,52.564695172653394,4.789771353373089,4.366272578596615,3.926184560472557
26,41.61072285422919,4.555545160195767,5.010816882173648,5.48691776921098
27,80.79417648889648,6.1630937356677205,8.20042735090362,6.868303231302704
28,43.17936282301226,5.322424260818871,6.410721217118728,6.301027562625403
29,49.64332245767204,4.940379863725588,6.10855469301541,5.346411929788681
30,61.31509161090215,5.711057407891838,6.806554633357843,5.162923389421744
31,34.39638706452171,6.147564162130199,6.496340681422123,6.222073512153688
32,52.478959629628655,4.989487279684613,5.36038224172961,5.844957260187892
33,60.09456187918772,4.923948062713688,6.213180932605592,6.4086954973422205
34,65.44884934078169,5.355733470793016,7.3532923805553825,6.50825684329723
35,73.4943454011673,5.398276677170108,6.885536871578208,6.820507262523868
36,35.7891821626574,5.190404856774932,5.84171937030994,6.128365731446054
37,64.05941646317355,5.334235459873629,5.749504066674272,5.543136780412027
38,48.15660512085336,4.808507909146982,5.593318683002766,5.032591156958442
39,63.71893528454153,5.205676533085914,7.3722176913077,4.210282768877177
40,77.89272312646222,6.602578509948557,8.108570943610946,6.206173800630324
41,49.23053668584514,5.4311128536127855,6.02893249994226,6.282511807896303
42,55.70774914414764,5.42426235182291,5.970932121890011,6.236989613498046
43,84.96060681699382,5.105524982712137,7.026150201932058,6.262320365635665
44,56.76573969321952,5.107389127587717,7.051894055561231,6.084485958883337
45,36.95198839931912,4.967890269003573,6.3321548349142525,5.660187751906136
46,73.38793834353145,6.05211465515894,8.025519654867635,7.124183017517655
47,83.20382606808649,5.705852180473742,6.413174638762222,5.576593153436585
48,36.656985568084025,4.874184547755243,5.318494024583522,5.772723452663289
49,51.38254165457656,4.588854412075594,5.27211016274832,5.244378102317011
50,56.61699321285839,4.575310404553611,4.368078436820379,4.420103312650075
51,50.28229200867653,4.768185167707533,5.237159860902314,4.790078783070717
52,37.31929250986264,5.282989678249515,5.142413625140152,5.321379273447648
53,41.48652495207334,4.826225789295201,5.277782301973066,4.746629534942407
54,63.05134410208304,6.034511787576333,6.893748582733735,6.398677593472168
55,42.69861435953905,6.727928397717928,5.089930049553195,5.7768182715823535
56,58.22428862740219,5.721800507778242,6.857924141666317,6.548472085342237
57,62.08095759870599,5.852568096789496,6.137598261383866,5.596929636944109
58,43.85157405396551,4.984200106502671,6.340327521033499,6.537347807914982
59,68.46255185489534,6.641069127838344,7.377018138261262,6.657823891862153
60,69.65193593145703,6.273313433135753,7.795812401469114,5.496601416986589
61,47.579866386360365,5.439105514735736,7.150000975228387,6.377262757998399
62,74.3694156237326,5.553982064738063,6.65436297554298,6.315104201806704
63,48.38798438826229,6.671327497064609,6.318170318049941,5.926409723498597
64,41.359434222209785,5.331753052948508,5.496312793558452,5.548606735735304
65,59.30916605370621,5.06541063218366,6.098087039234123,5.333853478229073
66,36.8648363714159,5.163731200808374,5.993205503853595,4.785814976562254
67,32.437799611122635,4.521768945040283,4.6452249490804345,3.9370750116250974
68,82.23132008569955,5.543324745365482,7.500029099054686,7.033272962522592
69,43.55910373370506,6.023756754452556,6.8921091524707965,5.402763427926668
70,85.26981446842119,5.112740330388553,6.453833104947576,5.720763921934783
71,66.47292576815012,5.700566209127476,6.719775219628493,6.276080528731363
72,75.1406306893188,5.248551024393495,6.702014853458287,6.243756587147879
73,39.13480917681168,5.840427391411442,5.900446202040486,5.654311787835955
74,76.82240437801009,4.698769390954714,5.280477478097932,5.276678124533647
75,65.91167101317974,5.201335392843782,7.577812532112631,6.520646851906673
76,55.99890866256315,5.256419771607842,5.836714583713177,5.554286478264292
77,48.25832247358152,5.118144138173192,5.470841810129887,4.850844537371287
78,73.28799461282813,5.048701129960473,6.925198359838102,6.551122947779295
79,41.50756645671689,4.692278398768435,4.29749404778443,4.1804714458747085
